snapshot_date,snapshot_time,snapshot_time_zone,spotify_snapshot_id,playlist_name,followers_count,playlist_tracks_count,track_id,track_name,track_rank_in_playlist,track_added_on,track_spotify_popularity,track_duration_ms,album_name,album_id,album_type,album_release_date,tracks_in_album,main_artist,main_artist_id,artist_genre,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,3Vi5XqYrmQgOYBajMWSvCi,Need to Know,36,2022-03-15,93,210560,Planet Her,1nAQbHeOWTfQzbOoFrvndW,album,2021-06-25,14,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,dance pop,0.664,0.609,0,0.0926,-6.509,0.0707,130.041
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,7jtQIBanIiJOMS6RyCx6jZ,Another Love,37,2022-03-15,57,244360,Long Way Down,0KGBW1MQtC2aFPCDUdAkdJ,album,2013-06-17,10,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,chill pop,0.442,0.538,2.95e-05,0.09,-8.55,0.0451,122.758
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),38,2022-03-15,88,208666,Planet Her,1nAQbHeOWTfQzbOoFrvndW,album,2021-06-25,14,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,dance pop,0.764,0.705,8.92e-05,0.12,-3.463,0.0284,110.97
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,0HqZX76SFLDz2aW8aiqi7G,Bones,39,2022-03-15,77,165264,Bones,1Q9SnHWPNEjVM0LrBFvJ1q,single,2022-03-11,1,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,modern rock,0.773,0.742,0,0.0754,-3.678,0.046,114.071
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,3AVXwaOGCEL8cmBecfcsFJ,Light Switch,40,2022-03-15,81,185680,Light Switch (Instrumental),4RRj9PqBj79OFDB2ydM7qs,single,2022-01-19,2,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,dance pop,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,5CZ40GBx1sQ9agT82CLQCT,traitor,41,2022-03-15,93,229226,SOUR,6s84u2TUpR3wdUv4NgKA2j,album,2021-05-21,11,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,pop,0.38,0.339,0,0.12,-7.885,0.0338,100.607
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,531KGXtBroSrOX9LVmiIgc,Starlight,42,2022-03-15,85,211935,Starlight,1WLS1NrOlbDIl760hVeeUi,single,2022-03-03,1,Dave,6Ip8FS7vWT1uKkJSweANQK,uk hip hop,0.954,0.367,5.48e-06,0.0979,-9.551,0.288,124.026
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,1ZdhOMWyFR8Iv9eylMGYg2,Mount Everest,43,2022-03-15,91,157497,Imagination & the Misfit Kid,0FSsRH1jeZqKbGcHwq3UO0,album,2019-11-22,15,Labrinth,2feDdbD5araYcm6JhFHHw7,indie poptimism,0.494,0.428,0.0752,0.0816,-7.239,0.203,87.723
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,2hHeGD57S0BcopfVcmehdl,Hati-Hati di Jalan,44,2022-03-15,85,242000,Manusia,3R4IAF9ApqYeUQrv1ddyoR,album,2022-03-03,10,Tulus,2iDVt6mFbtbDEZG5ax0dTi,indonesian jazz,0.643,0.436,0.0889,0.115,-11.322,0.0357,71.969
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),45,2022-03-15,93,191013,Save Your Tears (Remix),2fyOpT5c9kxR8zbDh6UtXh,single,2021-04-23,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,0.65,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,2K7xn816oNHJZ0aVqdQsha,Softcore,46,2022-03-15,93,206280,Hard To Imagine The Neighbourhood Ever Changing,0ODLCdHBFVvKwJGeSfd1jy,album,2018-11-02,21,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,0.575,0.568,0.000417,0.286,-5.509,0.03,93.986
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),47,2022-03-15,90,203064,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,album,2020-03-27,13,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,dance pop,0.702,0.825,0,0.0674,-3.787,0.0601,102.977
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),48,2022-03-15,90,137704,MONTERO,6pOiDiuDQqrmo5DbG0ZubR,album,2021-09-17,15,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,lgbtq+ hip hop,0.593,0.503,0,0.405,-6.725,0.22,178.781
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,49,2022-03-15,93,290320,The Eminem Show,2cWBwpqMsDJC1ZUwz813lo,album,2002-05-26,20,Eminem,7dGJo4pcD2V6oG8kP0tJRR,detroit hip hop,0.908,0.669,0,0.237,-2.827,0.0738,112.238
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,6LtHYDgYHRCHoKK3snfr2w,"I'm Tired - From ""Euphoria"" An HBO Original Series",50,2022-03-15,89,187943,"I'm Tired (From ""Euphoria"" An HBO Original Series)",28phJkFTSPLnwo555dFLKu,single,2022-02-28,1,Labrinth,2feDdbD5araYcm6JhFHHw7,indie poptimism,0.375,0.133,0,0.0695,-10.624,0.0352,131.721
